1174,1281,1500
1172,1282,1500
1170,1283,1500
1168,1284,1500
1166,1285,1500
1164,1286,1500
1162,1287,1500
1160,1288,1500
1158,1289,1500
1156,1289,1500
1154,1290,1500
1152,1291,1500
1150,1292,1500
1148,1293,1500
1146,1294,1500
1144,1295,1500
1142,1295,1500
1140,1296,1500
1138,1297,1500
1138,1297,1500
1136,1298,1500
1134,1299,1500
1132,1300,1500
1130,1300,1500
1128,1301,1500
1126,1302,1500
1124,1303,1500
1122,1303,1500
1120,1304,1500
1119,1305,1500
1117,1305,1500
1115,1306,1500
1113,1307,1500
1111,1307,1500
1109,1308,1500
1107,1309,1500
1105,1309,1500
1103,1310,1500
1101,1311,1500
1099,1311,1500
1097,1312,1500
1095,1312,1500
1093,1313,1500
1091,1314,1300
1291,1548,1300
1292,1547,1300
1293,1546,1300
1295,1545,1500
1296,1544,1500
1297,1543,1500
1298,1542,1500
1300,1541,1500
1301,1540,1500
1302,1539,1500
1304,1538,1500
1305,1537,1500
1306,1536,1500
1307,1535,1500
1309,1534,1500
1310,1533,1500
1311,1532,1500
1313,1531,1500
1314,1530,1500
1315,1529,1500
1317,1528,1500
1318,1527,1500
1319,1525,1500
1321,1524,1500
1322,1523,1500
1324,1522,1500
1325,1521,1500
1326,1520,1500
1328,1519,1500
1329,1518,1500
1331,1517,1500
1332,1515,1500
1333,1514,1500
1335,1513,1500
1336,1512,1500
1338,1511,1500
1339,1509,1500
1341,1508,1500
1342,1507,1500
1343,1506,1500
1345,1505,1500
1346,1503,1500
1348,1502,1500
1349,1501,1500
1351,1500,1500
1352,1498,1500
1354,1497,1500
1355,1496,1500
1357,1495,1500
1358,1493,1500
1358,1490,1500
1360,1489,1500
1361,1487,1500
1363,1486,1500
1364,1485,1500
1366,1483,1500
1367,1482,1500
1369,1481,1500
1370,1479,1500
1372,1478,1500
1374,1477,1500
1375,1475,1500
1377,1474,1500
1379,1472,1500
1380,1471,1500
1382,1470,1500
1383,1468,1500
1385,1467,1500
1387,1465,1500
1388,1464,1500
1390,1462,1500
1392,1461,1500
1393,1459,1500
1395,1458,1500
1397,1456,1500
1399,1455,1500
1400,1453,1500
1402,1452,1500
1404,1450,1500
1406,1449,1500
1407,1447,1500
1409,1446,1500
1411,1444,1500
1413,1442,1500
1414,1441,1500
1416,1439,1500
1418,1437,1500
1420,1436,1500
1422,1434,1500
1424,1433,1500
1425,1431,1500
1427,1429,1500
1429,1427,1500
1431,1426,1500
1433,1424,1500
1435,1422,1500
1437,1421,1500
1439,1419,1500
1441,1417,1500
1443,1415,1500
1445,1413,1500
1091,1314,1500
1093,1316,1500
1095,1318,1500
1096,1321,1500
1098,1323,1500
1100,1325,1500
1101,1328,1500
1103,1330,1500
1105,1332,1500
1107,1334,1500
1108,1337,1500
1110,1339,1500
1112,1341,1500
1113,1344,1500
1115,1346,1500
1117,1348,1500
1119,1351,1500
1120,1353,1500
1122,1355,1500
1124,1358,1500
1126,1360,1500
1128,1362,1500
1129,1365,1500
1131,1367,1500
1133,1369,1500
1135,1371,1500
1138,1376,1500
1140,1378,1500
1142,1381,1500
1144,1383,1500
1146,1385,1500
1148,1388,1500
1150,1390,1500
1152,1392,1500
1153,1394,1500
1155,1397,1500
1157,1399,1500
1159,1401,1500
1161,1404,1500
1163,1406,1500
1165,1408,1500
1167,1411,1500
1169,1413,1500
1171,1415,1500
1173,1417,1500
1175,1420,1500
1177,1422,1500
1179,1424,1500
1181,1427,1500
1182,1429,1500
1183,1432,1500
1185,1434,1500
1187,1436,1500
1189,1439,1500
1191,1441,1500
1193,1443,1500
1195,1446,1500
1197,1448,1500
1199,1450,1500
1201,1452,1500
1203,1455,1500
1205,1457,1500
1207,1459,1500
1209,1462,1500
1211,1464,1500
1213,1466,1500
1215,1468,1500
1218,1471,1500
1220,1473,1500
1222,1475,1500
1224,1478,1500
1226,1480,1500
1228,1482,1500
1230,1484,1500
1232,1487,1500
1234,1489,1500
1239,1494,1500
1241,1496,1500
1243,1498,1500
1245,1500,1500
1247,1503,1500
1249,1505,1500
1251,1507,1500
1254,1509,1500
1256,1512,1500
1258,1514,1500
1260,1516,1500
1262,1519,1500
1264,1521,1500
1267,1523,1500
1269,1525,1500
1271,1528,1500
1273,1530,1500
1275,1532,1500
1278,1534,1500
1280,1537,1500
1282,1539,1500
1284,1541,1500
1286,1543,1500
1289,1546,1500
1291,1548,1300
